"ControlId","Title","Status","ExpectedValue","ActualValue","Notes","Hostname","Timestamp"
"9.2.1","Ensure 'Windows Firewall: Private: Firewall state' is set to 'On (recommended)'","Fail","1 (On)","","","DC01","2026-07-14T10:54:33.4034684-07:00"
"9.2.2","Ensure 'Windows Firewall: Private: Inbound connections' is set to 'Block (default)'","Fail","1 (Block)","","","DC01","2026-07-14T10:54:33.4073242-07:00"
"9.2.3","Ensure 'Windows Firewall: Private: Settings: Display a notification' is set to 'No'","Fail","1 (No mostrar notificacion)","","","DC01","2026-07-14T10:54:33.4103413-07:00"
"9.2.4","Ensure 'Windows Firewall: Private: Logging: Name' is configured","Pass","Configurado (no vacio)","%systemroot%\system32\logfiles\firewall\pfirewall.log","","DC01","2026-07-14T10:54:33.4179039-07:00"
"9.2.5","Ensure 'Windows Firewall: Private: Logging: Size limit (KB)' is set to '16,384 KB or greater'","Fail",">= 16384","4096","","DC01","2026-07-14T10:54:33.4243154-07:00"
"9.2.6","Ensure 'Windows Firewall: Private: Logging: Log dropped packets' is set to 'Yes'","Fail","1 (Yes)","","","DC01","2026-07-14T10:54:33.4291602-07:00"
"9.2.7","Ensure 'Windows Firewall: Private: Logging: Log successful connections' is set to 'Yes'","Fail","1 (Yes)","","","DC01","2026-07-14T10:54:33.4335713-07:00"
"9.3.1","Ensure 'Windows Firewall: Public: Firewall state' is set to 'On (recommended)'","Fail","1 (On)","","","DC01","2026-07-14T10:54:33.4382958-07:00"
"9.3.2","Ensure 'Windows Firewall: Public: Inbound connections' is set to 'Block (default)'","Fail","1 (Block)","","","DC01","2026-07-14T10:54:33.4467281-07:00"
"9.3.3","Ensure 'Windows Firewall: Public: Settings: Display a notification' is set to 'No'","Fail","1 (No mostrar notificacion)","","","DC01","2026-07-14T10:54:33.4536095-07:00"
"9.3.4","Ensure 'Windows Firewall: Public: Settings: Apply local firewall rules' is set to 'No'","Fail","0 (No)","","","DC01","2026-07-14T10:54:33.4615391-07:00"
"9.3.5","Ensure 'Windows Firewall: Public: Settings: Apply local connection security rules' is set to 'No'","Fail","0 (No)","","","DC01","2026-07-14T10:54:33.4678535-07:00"
"9.3.6","Ensure 'Windows Firewall: Public: Logging: Name' is configured","Fail","Configurado (no vacio)","","","DC01","2026-07-14T10:54:33.4745129-07:00"
"9.3.7","Ensure 'Windows Firewall: Public: Logging: Size limit (KB)' is set to '16,384 KB or greater'","Fail",">= 16384","","","DC01","2026-07-14T10:54:33.4835581-07:00"
"9.3.8","Ensure 'Windows Firewall: Public: Logging: Log dropped packets' is set to 'Yes'","Fail","1 (Yes)","","","DC01","2026-07-14T10:54:33.4910235-07:00"
"9.3.9","Ensure 'Windows Firewall: Public: Logging: Log successful connections' is set to 'Yes'","Fail","1 (Yes)","","","DC01","2026-07-14T10:54:33.4987651-07:00"
"17.1.1","Ensure 'Audit Credential Validation' is set to 'Success and Failure'","Fail","Success and Failure","Success","","DC01","2026-07-14T10:54:33.5187570-07:00"
"17.1.2","Ensure 'Audit Kerberos Authentication Service' is set to 'Success and Failure' (DC Only)","Fail","Success and Failure","Success","","DC01","2026-07-14T10:54:33.5835023-07:00"
"17.1.3","Ensure 'Audit Kerberos Service Ticket Operations' is set to 'Success and Failure' (DC Only)","Fail","Success and Failure","Success","","DC01","2026-07-14T10:54:33.6399066-07:00"
"17.2.1","Ensure 'Audit Application Group Management' is set to 'Success and Failure'","Fail","Success and Failure","No Auditing","","DC01","2026-07-14T10:54:33.6548654-07:00"
"17.2.2","Ensure 'Audit Computer Account Management' is set to include 'Success' (DC only)","Pass","Incluye Success (Success o Success and Failure)","Success","","DC01","2026-07-14T10:54:33.7197098-07:00"
"17.2.3","Ensure 'Audit Distribution Group Management' is set to include 'Success' (DC only)","Fail","Incluye Success (Success o Success and Failure)","No Auditing","","DC01","2026-07-14T10:54:33.7811141-07:00"
"17.2.4","Ensure 'Audit Other Account Management Events' is set to include 'Success' (DC only)","Fail","Incluye Success (Success o Success and Failure)","No Auditing","","DC01","2026-07-14T10:54:33.8472099-07:00"
"17.2.5","Ensure 'Audit Security Group Management' is set to include 'Success'","Pass","Incluye Success (Success o Success and Failure)","Success","","DC01","2026-07-14T10:54:34.2661709-07:00"
"17.2.6","Ensure 'Audit User Account Management' is set to 'Success and Failure'","Fail","Success and Failure","Success","","DC01","2026-07-14T10:54:34.2827979-07:00"
"17.3.1","Ensure 'Audit PNP Activity' is set to include 'Success'","Fail","Incluye Success (Success o Success and Failure)","No Auditing","","DC01","2026-07-14T10:54:34.3018288-07:00"
"17.3.2","Ensure 'Audit Process Creation' is set to include 'Success'","Fail","Incluye Success (Success o Success and Failure)","No Auditing","","DC01","2026-07-14T10:54:34.3214063-07:00"
"17.4.1","Ensure 'Audit Directory Service Access' is set to include 'Failure' (DC only)","Fail","Incluye Failure (Failure o Success and Failure)","Success","","DC01","2026-07-14T10:54:34.3899263-07:00"
"17.4.2","Ensure 'Audit Directory Service Changes' is set to include 'Success' (DC only)","Fail","Incluye Success (Success o Success and Failure)","No Auditing","","DC01","2026-07-14T10:54:34.4510330-07:00"
"17.5.1","Ensure 'Audit Account Lockout' is set to include 'Failure'","Fail","Incluye Failure (Failure o Success and Failure)","Success","","DC01","2026-07-14T10:54:34.4661780-07:00"
"17.5.2","Ensure 'Audit Group Membership' is set to include 'Success'","Fail","Incluye Success (Success o Success and Failure)","No Auditing","","DC01","2026-07-14T10:54:34.4878000-07:00"
"17.5.3","Ensure 'Audit Logoff' is set to include 'Success'","Pass","Incluye Success (Success o Success and Failure)","Success","","DC01","2026-07-14T10:54:34.5074345-07:00"
"17.5.4","Ensure 'Audit Logon' is set to 'Success and Failure'","Pass","Success and Failure","Success and Failure","","DC01","2026-07-14T10:54:34.5280903-07:00"
"17.5.5","Ensure 'Audit Other Logon/Logoff Events' is set to 'Success and Failure'","Fail","Success and Failure","No Auditing","","DC01","2026-07-14T10:54:34.5460650-07:00"
"17.5.6","Ensure 'Audit Special Logon' is set to include 'Success'","Pass","Incluye Success (Success o Success and Failure)","Success","","DC01","2026-07-14T10:54:34.5666027-07:00"
"17.6.1","Ensure 'Audit Detailed File Share' is set to include 'Failure'","Fail","Incluye Failure (Failure o Success and Failure)","No Auditing","","DC01","2026-07-14T10:54:34.5872336-07:00"
"17.6.2","Ensure 'Audit File Share' is set to 'Success and Failure'","Fail","Success and Failure","No Auditing","","DC01","2026-07-14T10:54:34.6092190-07:00"
"17.6.3","Ensure 'Audit Other Object Access Events' is set to 'Success and Failure'","Fail","Success and Failure","No Auditing","","DC01","2026-07-14T10:54:34.6297421-07:00"
"17.6.4","Ensure 'Audit Removable Storage' is set to 'Success and Failure'","Fail","Success and Failure","No Auditing","","DC01","2026-07-14T10:54:34.6482357-07:00"
"17.7.1","Ensure 'Audit Audit Policy Change' is set to include 'Success'","Pass","Incluye Success (Success o Success and Failure)","Success","","DC01","2026-07-14T10:54:34.6645128-07:00"
"17.7.2","Ensure 'Audit Authentication Policy Change' is set to include 'Success'","Pass","Incluye Success (Success o Success and Failure)","Success","","DC01","2026-07-14T10:54:34.6849465-07:00"
"17.7.3","Ensure 'Audit Authorization Policy Change' is set to include 'Success'","Fail","Incluye Success (Success o Success and Failure)","No Auditing","","DC01","2026-07-14T10:54:34.7040194-07:00"
"17.7.4","Ensure 'Audit MPSSVC Rule-Level Policy Change' is set to 'Success and Failure'","Fail","Success and Failure","No Auditing","","DC01","2026-07-14T10:54:34.7255277-07:00"
"17.7.5","Ensure 'Audit Other Policy Change Events' is set to include 'Failure'","Fail","Incluye Failure (Failure o Success and Failure)","No Auditing","","DC01","2026-07-14T10:54:34.7426280-07:00"
"17.8.1","Ensure 'Audit Sensitive Privilege Use' is set to 'Success'","Fail","Success","No Auditing","","DC01","2026-07-14T10:54:34.7611228-07:00"
"17.9.1","Ensure 'Audit IPsec Driver' is set to 'Success and Failure'","Fail","Success and Failure","No Auditing","","DC01","2026-07-14T10:54:34.7804816-07:00"
"17.9.2","Ensure 'Audit Other System Events' is set to 'Success and Failure'","Pass","Success and Failure","Success and Failure","","DC01","2026-07-14T10:54:34.7980929-07:00"
"17.9.3","Ensure 'Audit Security State Change' is set to include 'Success'","Pass","Incluye Success (Success o Success and Failure)","Success","","DC01","2026-07-14T10:54:34.8170798-07:00"
"17.9.4","Ensure 'Audit Security System Extension' is set to include 'Success'","Fail","Incluye Success (Success o Success and Failure)","No Auditing","","DC01","2026-07-14T10:54:34.8376331-07:00"
"17.9.5","Ensure 'Audit System Integrity' is set to 'Success and Failure'","Pass","Success and Failure","Success and Failure","","DC01","2026-07-14T10:54:34.8567170-07:00"
"18.1.1.1","Ensure 'Prevent enabling lock screen camera' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:34.8606438-07:00"
"18.1.1.2","Ensure 'Prevent enabling lock screen slide show' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:34.8692795-07:00"
"18.1.2.2","Ensure 'Allow users to enable online speech recognition services' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:34.8742480-07:00"
"18.1.3","Ensure 'Allow Online Tips' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:34.8812732-07:00"
"18.4.1","Ensure 'Apply UAC restrictions to local accounts on network logons' is set to 'Enabled' (MS only)","NotApplicable","","","Control marcado (MS only) en el benchmark; este equipo no es MS.","DC01","2026-07-14T10:54:34.9239268-07:00"
"18.4.2","Ensure 'Configure SMB v1 client driver' is set to 'Enabled: Disable driver (recommended)'","Fail","4 (Disabled)","","","DC01","2026-07-14T10:54:34.9550228-07:00"
"18.4.3","Ensure 'Configure SMB v1 server' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:34.9585887-07:00"
"18.4.4","Ensure 'Enable Certificate Padding' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:34.9816207-07:00"
"18.4.5","Ensure 'Enable Structured Exception Handling Overwrite Protection (SEHOP)' is set to 'Enabled'","Fail","0 (SEHOP Enabled)","","","DC01","2026-07-14T10:54:34.9870375-07:00"
"18.4.6","Ensure 'NetBT NodeType configuration' is set to 'Enabled: P-node (recommended)'","Fail","2 (P-node)","","","DC01","2026-07-14T10:54:34.9911859-07:00"
"18.5.1","Ensure 'MSS: (AutoAdminLogon) Enable Automatic Logon' is set to 'Disabled'","Fail","'0' (Disabled)","","","DC01","2026-07-14T10:54:34.9942029-07:00"
"18.5.2","Ensure 'MSS: (DisableIPSourceRouting IPv6) IP source routing protection level' is set to 'Enabled: Highest protection, source routing is completely disabled'","Fail","2 (Highest protection)","","","DC01","2026-07-14T10:54:34.9976324-07:00"
"18.5.3","Ensure 'MSS: (DisableIPSourceRouting) IP source routing protection level' is set to 'Enabled: Highest protection, source routing is completely disabled'","Fail","2 (Highest protection)","","","DC01","2026-07-14T10:54:35.0022484-07:00"
"18.5.4","Ensure 'MSS: (EnableICMPRedirect) Allow ICMP redirects to override OSPF generated routes' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:35.0062720-07:00"
"18.5.5","Ensure 'MSS: (KeepAliveTime) How often keep-alive packets are sent in milliseconds' is set to 'Enabled: 300,000 or 5 minutes (recommended)'","Fail","300000","","","DC01","2026-07-14T10:54:35.0105731-07:00"
"18.5.6","Ensure 'MSS: (NoNameReleaseOnDemand) Allow the computer to ignore NetBIOS name release requests except from WINS servers' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:35.0136210-07:00"
"18.5.7","Ensure 'MSS: (PerformRouterDiscovery) Allow IRDP to detect and configure Default Gateway addresses' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:35.0172476-07:00"
"18.5.8","Ensure 'MSS: (SafeDllSearchMode) Enable Safe DLL search mode' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:35.0228248-07:00"
"18.5.9","Ensure 'MSS: (TcpMaxDataRetransmissions IPv6) How many times unacknowledged data is retransmitted' is set to 'Enabled: 3'","Fail","3","","","DC01","2026-07-14T10:54:35.0273078-07:00"
"18.5.10","Ensure 'MSS: (TcpMaxDataRetransmissions) How many times unacknowledged data is retransmitted' is set to 'Enabled: 3'","Fail","3","","","DC01","2026-07-14T10:54:35.0311695-07:00"
"18.5.11","Ensure 'MSS: (WarningLevel) Percentage threshold for the security event log at which the system will generate a warning' is set to 'Enabled: 90% or less'","Fail","0-90","","","DC01","2026-07-14T10:54:35.0348463-07:00"
"18.6.4.1","Ensure 'Configure multicast DNS (mDNS) protocol' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:35.0394345-07:00"
"18.6.4.2","Ensure 'Configure NetBIOS settings' is set to 'Enabled: Disable NetBIOS name resolution on public networks'","Fail","2","","","DC01","2026-07-14T10:54:35.0463579-07:00"
"18.6.4.3","Ensure 'Turn off default IPv6 DNS Servers' is set to 'Enabled'","ManualReviewRequired","","","No se identifico con certeza la clave de registro para este control. Verificar manualmente antes de automatizar.","DC01","2026-07-14T10:54:35.0479459-07:00"
"18.6.4.4","Ensure 'Turn off multicast name resolution' is set to 'Enabled'","Fail","0 (LLMNR deshabilitado)","","","DC01","2026-07-14T10:54:35.0563413-07:00"
"18.6.5.1","Ensure 'Enable Font Providers' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:35.0594965-07:00"
"18.6.7.1","Ensure 'Audit client does not support encryption' is set to 'Enabled'","ManualReviewRequired","","","Funcionalidad nueva de hardening SMB (Server 2025); no se confirmo la clave de registro con certeza.","DC01","2026-07-14T10:54:35.0615180-07:00"
"18.6.7.2","Ensure 'Audit client does not support signing' is set to 'Enabled'","ManualReviewRequired","","","Funcionalidad nueva de hardening SMB (Server 2025); no se confirmo la clave de registro con certeza.","DC01","2026-07-14T10:54:35.0635245-07:00"
"18.6.7.3","Ensure 'Audit insecure guest logon' is set to 'Enabled'","ManualReviewRequired","","","Funcionalidad nueva de hardening SMB (Server 2025); no se confirmo la clave de registro con certeza.","DC01","2026-07-14T10:54:35.0657986-07:00"
"18.6.7.4","Ensure 'Enable authentication rate limiter' is set to 'Enabled'","ManualReviewRequired","","","Funcionalidad nueva de hardening SMB (Server 2025); no se confirmo la clave de registro con certeza.","DC01","2026-07-14T10:54:35.0680658-07:00"
"18.6.7.5","Ensure 'Enable remote mailslots' is set to 'Disabled'","ManualReviewRequired","","","Funcionalidad nueva de hardening SMB (Server 2025); no se confirmo la clave de registro con certeza.","DC01","2026-07-14T10:54:35.0690743-07:00"
"18.6.7.6","Ensure 'Mandate the minimum version of SMB' is set to 'Enabled: 3.1.1'","ManualReviewRequired","","","Funcionalidad nueva de hardening SMB (Server 2025); no se confirmo la clave de registro con certeza.","DC01","2026-07-14T10:54:35.0700833-07:00"
"18.6.7.7","Ensure 'Set authentication rate limiter delay (milliseconds)' is set to 'Enabled: 2000' or more","ManualReviewRequired","","","Funcionalidad nueva de hardening SMB (Server 2025); no se confirmo la clave de registro con certeza.","DC01","2026-07-14T10:54:35.0710914-07:00"
"18.6.8.1","Ensure 'Audit insecure guest logon' is set to 'Enabled'","ManualReviewRequired","","","Funcionalidad nueva de hardening SMB server (Server 2025); no se confirmo la clave de registro con certeza.","DC01","2026-07-14T10:54:35.0721000-07:00"
